iter	Logloss
0	0.5330408468
1	0.3659844304
2	0.2578362626
3	0.1859392125
4	0.1347025867
5	0.09628038905
6	0.0705439398
7	0.0525431163
8	0.04076802723
9	0.03283713712
10	0.02603857896
11	0.02097390991
12	0.01735933962
13	0.01463578202
14	0.01261413106
15	0.01096580144
16	0.009668853554
17	0.00864089726
18	0.007818666822
19	0.007155085655
20	0.006688297645
21	0.006223404399
22	0.00581752226
23	0.005480254995
24	0.005257273491
25	0.005021037578
26	0.004807030028
27	0.004648723124
28	0.00449075927
29	0.004374712131
30	0.004269542249
31	0.004174759039
32	0.004099905922
33	0.004021954332
34	0.003964835119
35	0.003906998442
36	0.003852938025
37	0.003806824465
38	0.003763950714
39	0.003722824954
40	0.003688458943
41	0.00365219271
42	0.003618766124
43	0.003585693722
44	0.003566502534
45	0.003543897091
46	0.003512901521
47	0.003496408089
48	0.003479542036
49	0.003460784373
50	0.003442921458
51	0.003427978754
52	0.003415479073
53	0.003402105908
54	0.003394903551
55	0.003383962607
56	0.003367442847
57	0.003355120957
58	0.003345498196
59	0.003331636346
60	0.003323750412
61	0.003312195835
62	0.003301595717
63	0.00329092328
64	0.003282141423
65	0.003276182094
66	0.003272343233
67	0.003267397428
68	0.00326140362
69	0.003255474535
70	0.003251491459
71	0.003244923815
72	0.003241531983
73	0.00323206675
74	0.003226110608
75	0.003220416677
76	0.003220416677
77	0.00321404003
78	0.003206126991
79	0.003196680938
80	0.00318911273
81	0.003180222764
82	0.003172493689
83	0.003166364535
84	0.003160940452
85	0.003156331728
86	0.00315154121
87	0.003146814951
88	0.003141478103
89	0.003132894889
90	0.003128589222
91	0.003123374497
92	0.003120677331
93	0.003116478807
94	0.003111708155
95	0.003103963855
96	0.003100026632
97	0.003092216058
98	0.003092219
99	0.003085326861
100	0.003078127061
101	0.003072511639
102	0.003068579249
103	0.003068579249
104	0.00306290395
105	0.003058033022
106	0.003051621003
107	0.003046624116
108	0.003042070448
109	0.003042070448
110	0.003037130185
111	0.003037129512
112	0.003037129512
113	0.003030932293
114	0.003030875281
115	0.003030912115
116	0.003025465151
117	0.003019512532
118	0.00301555832
119	0.003009378924
120	0.003004783517
121	0.003004783517
122	0.003004758791
123	0.003004758791
124	0.003004734292
125	0.00300146801
126	0.00300147304
127	0.003001447656
128	0.003001447656
129	0.003001431402
130	0.003001431402
131	0.003001431402
132	0.003001431402
133	0.003001423698
134	0.003001423698
135	0.003001424289
136	0.003001424289
137	0.002996082175
138	0.00299006943
139	0.002990043847
140	0.002984077859
141	0.002984067807
142	0.002979973848
143	0.002979973848
144	0.002979970179
145	0.002979970179
146	0.002974408697
147	0.002974435944
148	0.002974423135
149	0.002970633991
150	0.002970633991
151	0.002970633991
152	0.002970633991
153	0.002965269488
154	0.002965269488
155	0.002965269488
156	0.002960554681
157	0.002960536845
158	0.002960536845
159	0.002960536845
160	0.002960536845
161	0.002956861206
162	0.002956861206
163	0.002953477557
164	0.002953480629
165	0.002953480629
166	0.002953464041
167	0.002953464041
168	0.002953480485
169	0.00294968817
170	0.002945575463
171	0.002940209615
172	0.002936700738
173	0.002936700819
174	0.002936700819
175	0.002936700819
176	0.002936700819
177	0.002936680835
178	0.002936680835
179	0.002936680835
180	0.002936680835
181	0.002936680835
182	0.002932758625
183	0.00292961874
184	0.002924363886
185	0.002924363886
186	0.002924363886
187	0.002924364817
188	0.002924364817
189	0.002924364817
190	0.002924364817
191	0.002924364817
192	0.002924364817
193	0.002924364817
194	0.002924364817
195	0.002924364817
196	0.002924364817
197	0.002921699983
198	0.002921699983
199	0.002921699983
200	0.002921699983
201	0.002921699983
202	0.002921699983
203	0.002921699983
204	0.002921699983
205	0.002921699983
206	0.002921699983
207	0.002921699983
208	0.002918778014
209	0.002918778014
210	0.002918778014
211	0.002918778014
212	0.002918778014
213	0.002918778014
214	0.002918778014
215	0.0029187951
216	0.002914317734
217	0.00291430375
218	0.00291430375
219	0.00291430375
220	0.00291430375
221	0.002914308332
222	0.002914308332
223	0.002914308332
224	0.002914308332
225	0.002914308332
226	0.002914308332
227	0.002914308332
228	0.002914295623
229	0.0029122343
230	0.0029122343
231	0.0029122343
232	0.0029122343
233	0.002912232646
234	0.002912232646
235	0.002912232646
236	0.002912232646
237	0.002912232646
238	0.002912232646
239	0.002912232646
240	0.002912232646
241	0.00291221856
242	0.00291221856
243	0.002912225547
244	0.002912225547
245	0.002912222354
246	0.002909128858
247	0.002909128858
248	0.002909114996
249	0.002909120736
250	0.002903792653
251	0.002903784843
252	0.002903784843
253	0.002903784843
254	0.002903784843
255	0.002903784843
256	0.002903784843
257	0.002903784843
258	0.002903784843
259	0.002903784843
260	0.002903784843
261	0.002903784843
262	0.002903784843
263	0.002903784843
264	0.002903784843
265	0.002903784843
266	0.002903784843
267	0.002903784843
268	0.002903784843
269	0.002903786786
270	0.002903786786
271	0.002903786786
272	0.002903786786
273	0.002903786786
274	0.002903786786
275	0.002903786786
276	0.002903786786
277	0.002903786786
278	0.002903786786
279	0.002903786786
280	0.002903786786
281	0.002901152946
282	0.002901138388
283	0.002901132911
284	0.002901132911
285	0.002901133559
286	0.002901122658
287	0.002901116209
288	0.00290111276
289	0.002901098021
290	0.002901108562
291	0.002901100685
292	0.002901103852
293	0.002901103852
294	0.002901092135
295	0.00290109788
296	0.00290109788
297	0.002901082014
298	0.002901084255
299	0.002901075909
300	0.002901075909
301	0.002901075909
302	0.002901077869
303	0.002901068464
304	0.002901068502
305	0.002901060444
306	0.002901063593
307	0.002901065516
308	0.002901052082
309	0.002901048019
310	0.002901042384
311	0.00290104311
312	0.00290104311
313	0.002901037021
314	0.002901030458
315	0.002901026199
316	0.002901030099
317	0.002901015087
318	0.002901023275
319	0.002901013744
320	0.002901014834
321	0.002901014834
322	0.002901014834
323	0.002901014834
324	0.002901014834
325	0.002901014834
326	0.002901014834
327	0.002901014834
328	0.002901014834
329	0.002901014834
330	0.002901014834
331	0.002901014834
332	0.002901014834
333	0.002901014834
334	0.002901014834
335	0.002901014834
336	0.002901014834
337	0.002901014834
338	0.002901014834
339	0.002901014834
340	0.002901014834
341	0.002901014834
342	0.002901014834
343	0.002901014834
344	0.002901014834
345	0.002901014834
346	0.002901014834
347	0.002901014834
348	0.002901014834
349	0.002901014834
350	0.002901014834
351	0.002901014834
352	0.002901014834
353	0.002901014834
354	0.002901014834
355	0.002901014834
356	0.002901014834
357	0.002901014834
358	0.002901014834
359	0.002901014834
360	0.002901014834
361	0.002901014834
362	0.002901014834
363	0.002901014834
364	0.002901014834
365	0.002901014834
366	0.002901014834
367	0.002901014834
368	0.002901014834
369	0.002901014834
370	0.002901014834
371	0.002901014834
372	0.002901014834
373	0.002901014834
374	0.002901014834
375	0.002901014834
376	0.002901014834
377	0.002901014834
378	0.002901014834
379	0.002901014834
380	0.002901014834
381	0.002901014834
382	0.002901014834
383	0.002901014834
384	0.002901014834
385	0.002901014834
386	0.002901014834
387	0.002901014834
388	0.002901014834
389	0.002901014834
390	0.002901014834
391	0.002901014834
392	0.002901014834
393	0.002901014834
394	0.002901014834
395	0.002901014834
396	0.002901014834
397	0.002901014834
398	0.002901014834
399	0.002901014834
400	0.002901014834
401	0.002901014834
402	0.002901014834
403	0.002901014834
404	0.002901014834
405	0.002901014834
406	0.002901014834
407	0.002901014834
408	0.002901014834
409	0.002901014834
410	0.002901014834
411	0.002901014834
412	0.002901014834
413	0.002901014834
414	0.002901014834
415	0.002901014834
416	0.002901014834
417	0.002901014834
418	0.002901014834
419	0.002901014834
420	0.002901014834
